title,rating,category,address,Postal Code,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,placeUrl,latitude,longitude
Gold's Gym Personal Training - Joo Chiat,4.3,Personal trainer,"428 Joo Chiat Rd, Singapore 427645",427645,https://www.goldsgym.com.sg/,+65 8153 7888,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,https://lh5.googleusercontent.com/p/AF1QipPOoxxtZ3kGlZvPD5BW5coeztbicZkDffHV3l_H=w408-h272-k-no,https://www.google.com/maps/place/Gold's+Gym+Personal+Training+-+Joo+Chiat/data=!4m7!3m6!1s0x31da1872b7edb737:0x5098ff82dab0badc!8m2!3d1.3067252!4d103.9041022!16s%2Fg%2F11b6ws8814!19sChIJN7ftt3IY2jER3Lqw2oL_mFA,1.3066875,103.9040625
UFC GYM Singapore City Square Mall,4.5,Gym,"180 Kitchener Rd, #06-02/04, Singapore 208539",208539,chrome-error://chromewebdata/,+65 8778 0010,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,8AM–10PM,8AM–8PM,https://lh5.googleusercontent.com/p/AF1QipOsGUcyUCXc2uRYxoQVhWz_KVhmkm3l0WdY1QVW=w408-h272-k-no,https://www.google.com/maps/place/UFC+GYM+Singapore+City+Square+Mall/data=!4m7!3m6!1s0x31da190ccd3b3a63:0xa7f2ac68fd17616!8m2!3d1.3113982!4d103.8565897!16s%2Fg%2F11j8zq5htn!19sChIJYzo7zQwZ2jERFnbRj8Yqfwo,1.3114375,103.8565625
Anytime Fitness Greenwich V,4.6,Gym,"1 Seletar Rd, #02-05/06 Greenwich V, Singapore 807011",807011,anytimefitness.sg,+65 9898 7161,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPdqCIauF-9UNxzPBur10R2q4RpySCqeBm3CNCg=w408-h271-k-no,https://www.google.com/maps/place/Anytime+Fitness+Greenwich+V/data=!4m7!3m6!1s0x31da1661f31582c9:0xbf8cdfccc88b7f6!8m2!3d1.3875941!4d103.8695193!16s%2Fg%2F11cn9gn0lw!19sChIJyYIV82EW2jER9reIzPzN-As,1.3875625,103.8695625
R10T,4,Gym,"140 Robinson Rd, Level 3, Singapore 068907",068907,https://r10t.sg/,+65 8951 0861,"7AM–2PM, 4:30–9:30PM","7:30AM–2PM, 6–9:30PM","7AM–2PM, 4:30–9:30PM","7:30AM–2PM, 6–9:30PM","7AM–2PM, 4:30–8:30PM",8:30AM–3:30PM,9AM–2PM,https://lh5.googleusercontent.com/p/AF1QipPO0gvUoEBhbuNO5Pu04vJvuR85n4BY_kkQT6QE=w445-h240-k-no,https://www.google.com/maps/place/R10T/data=!4m7!3m6!1s0x31da19ccc3c244f5:0x42b22a993be6587d!8m2!3d1.2784458!4d103.848261!16s%2Fg%2F11qrcmgrcm!19sChIJ9UTCw8wZ2jERfVjmO5kqskI,1.2784375,103.8483125
Anytime Fitness Bedok Central,4.2,Gym,"445 Bedok North Street 1, #03-01 Djitsun Mall, Singapore 469661",469661,anytimefitness.sg,+65 8168 1012,6AM–12AM,Open 24 hours,Open 24 hours,Open 24 hours,12AM–11PM,7AM–11PM,7AM–11PM,https://lh5.googleusercontent.com/p/AF1QipOpUPw4xQ54c-144RIXZrbd1CQNJ9_IBaYySqpu=w408-h272-k-no,https://www.google.com/maps/place/Anytime+Fitness+Bedok+Central/data=!4m7!3m6!1s0x31da3d4ccf3d7dd9:0x6f2dc5e0aaa0f497!8m2!3d1.3260573!4d103.9294813!16s%2Fg%2F11b6c7t50f!19sChIJ2X09z0w92jERl_SgquDFLW8,1.3260625,103.9294375
Pilates Fitness (Serangoon),4.6,Pilates studio,"85A Serangoon Garden Way, Singapore 555981",555981,pilatesfitness.com.sg,+65 9184 7622,8AM–9:30PM,8AM–9:30PM,8AM–9:30PM,8AM–9:30PM,8AM–9:30PM,8AM–6PM,8:30AM–6PM,https://lh5.googleusercontent.com/p/AF1QipMS8rM5wPJthP2t5wR_aLYtgw2i6yKDfCbHXZgj=w408-h408-k-no,https://www.google.com/maps/place/Pilates+Fitness+(Serangoon)/data=!4m7!3m6!1s0x31da16ffd530bb2d:0x93e55dda916dd29e!8m2!3d1.3639341!4d103.8649061!16s%2Fg%2F11bbw_y3xj!19sChIJLbsw1f8W2jERntJtkdpd5ZM,1.3639375,103.8649375
Ground Zero - Cross Street Exchange,4.2,Gym,"18 Cross St, #B1-120, Singapore 048423",048423,groundzero.sg,+65 6226 0083,6:30AM–9:30PM,6:30AM–9:30PM,6:30AM–9:30PM,6:30AM–9:30PM,6:30AM–9:30PM,8:30AM–5PM,8:30AM–5PM,https://lh5.googleusercontent.com/p/AF1QipMVCseRWtQHCMi_cqPtL81-w7zHQg_mwKcEF1Gc=w408-h271-k-no,https://www.google.com/maps/place/Ground+Zero+-+Cross+Street+Exchange/data=!4m7!3m6!1s0x31da190a6014ac25:0xd57a1e903636d82!8m2!3d1.2835867!4d103.8470853!16s%2Fg%2F11f24x05xc!19sChIJJawUYAoZ2jERgm1jA-mhVw0,1.2835625,103.8470625
Anytime Fitness Bukit Panjang,4.4,Gym,"8 Pending Rd, #03-01, Singapore 678295",678295,anytimefitness.sg,+65 9726 4881,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPeUgOm_CUNRhNxeAJRVrja4yGML_wrCSn4Musi=w408-h306-k-no,https://www.google.com/maps/place/Anytime+Fitness+Bukit+Panjang/data=!4m7!3m6!1s0x31da11a2c5a25239:0xf39728693afe5346!8m2!3d1.3763082!4d103.7707994!16s%2Fg%2F11c2q07sgp!19sChIJOVKixaIR2jERRlP-Omkol_M,1.3763125,103.7708125
The PIT,4.9,Personal trainer,"123 Devonshire Rd, Singapore 239883",239883,pitpersonaltrainer.com.sg,+65 6222 4860,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–4PM,7AM–10PM,https://lh5.googleusercontent.com/p/AF1QipPuY3Ww0dW5xvRN6zfsIyegUKoz1KHI61wHW1jg=w408-h306-k-no,https://www.google.com/maps/place/The+PIT/data=!4m7!3m6!1s0x31da196d31ab1f73:0x820de8da07fb8340!8m2!3d1.2997606!4d103.8363676!16s%2Fg%2F1ptw7mpvm!19sChIJcx-rMW0Z2jERQIP7B9roDYI,1.2998125,103.8363125
PURE Fitness Suntec City,4.1,Gym,"#03-318 to 323 3 Temasek Boulevard Suntec City Mall North Wing, Singapore 038983",038983,https://www.pure-fitness.com/singapore/locations/detail/47,+65 6100 8838,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,8AM–10PM,https://lh5.googleusercontent.com/p/AF1QipPudl3VcrtN07D6PR__b-HIa8JFC4BHK0b9_sOa=w408-h272-k-no,https://www.google.com/maps/place/PURE+Fitness+Suntec+City/data=!4m7!3m6!1s0x31da19d00ab84c51:0x1ee17fdd4c77e6f9!8m2!3d1.295977!4d103.8584426!16s%2Fg%2F11h92dzqxv!19sChIJUUy4CtAZ2jER-eZ3TN1_4R4,1.2959375,103.8584375
The System Gym,4.8,Gym,"23 Kampong Bahru Rd, #01-01, Singapore 169349",169349,thesystemgym.com,+65 6221 6069,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,8AM–6PM,Closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xe_xTK4eJMWGa48wpGUgEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=125.39192&pitch=0&thumbfov=100,https://www.google.com/maps/place/The+System+Gym/data=!4m7!3m6!1s0x31da196efc00a1c5:0x20913da068a257cf!8m2!3d1.277146!4d103.836654!16s%2Fg%2F11b7gt0k1k!19sChIJxaEA_G4Z2jERz1eiaKA9kSA,1.2771875,103.8366875
Core Collective Dempsey,4.5,Wellness center,"27a Loewen Rd, #27A, 30B/C 27a, Singapore 248839",248839,https://www.corecollective.sg/,+65 6974 3228,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,7AM–4PM,8AM–1PM,https://lh5.googleusercontent.com/p/AF1QipPNw2ucGbi9isIznzzqFgV640IPBQMMv1oVFvsx=w408-h240-k-no-pi-0-ya140-ro-0-fo100,https://www.google.com/maps/place/Core+Collective+Dempsey/data=!4m7!3m6!1s0x31da1b7dd0716361:0x7271c5c2a3ad084!8m2!3d1.303589!4d103.811942!16s%2Fg%2F11h40xsj_w!19sChIJYWNx0H0b2jERhNA6KlwcJwc,1.3035625,103.8119375
Reshape Sports,3.9,Gym,"3 Lor Liput, #02-03, Singapore 277725",277725,,+65 9639 7233,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,8AM–9PM,https://lh5.googleusercontent.com/p/AF1QipNor0IkM0XpOrUaaQl6vuHE7uFfwopvwOnuCfKR=w426-h240-k-no,https://www.google.com/maps/place/Reshape+Sports/data=!4m7!3m6!1s0x31da1b0059814c9f:0xb313f3bc8e3171e7!8m2!3d1.3106827!4d103.7952282!16s%2Fg%2F11h7vp8mq0!19sChIJn0yBWQAb2jER53ExjrzzE7M,1.3106875,103.7951875
F45 Training Downtown East Singapore,5,Fitness center,"1 Pasir Ris Cl, #02-343 E! Avenue, Singapore 519599",519599,https://f45training.sg/downtowneastsingapore/home,+65 8725 2528,"6–9:15AM, 10:45AM–1PM, 5:15–9:30PM","6–9:15AM, 10:45AM–1PM, 5:15–9:30PM","6–9:15AM, 10:45AM–1PM, 5:15–9:30PM","6–9:15AM, 10:45AM–1PM, 5:15–9:30PM","6–9:15AM, 10:45AM–1PM, 5:15–8:30PM",8AM–1:15PM,8AM–11:15PM,https://lh5.googleusercontent.com/p/AF1QipMG_rzOcJqU9pwZY9Y7BC05vO6z4le0XREgOcRM=w426-h240-k-no,https://www.google.com/maps/place/F45+Training+Downtown+East+Singapore/data=!4m7!3m6!1s0x31da3d5aad8ef94d:0x76ab5642931696fa!8m2!3d1.3778717!4d103.9555422!16s%2Fg%2F11j8k18r8m!19sChIJTfmOrVo92jER-pYWk0JWq3Y,1.3778125,103.9555625
Anytime Fitness,4.7,Gym,"9 Tampines Street 32, #02-01 Tampines Mart, Singapore 529286",529286,anytimefitness.sg,+65 9017 3533,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNKjoUc71sFlWjJ2ChcOz6-ScWbURmFQetLDbvB=w408-h240-k-no-pi-20-ya263.996-ro-0-fo100,https://www.google.com/maps/place/Anytime+Fitness/data=!4m7!3m6!1s0x31da3d1d545a71b7:0x6a3608569a73b34e!8m2!3d1.354277!4d103.9601312!16s%2Fg%2F11cn6nc7w7!19sChIJt3FaVB092jERTrNzmlYINmo,1.3543125,103.9601875
Lab Studios East Coast,4.6,Yoga studio,"135/137 E Coast Rd, #03-01 directly above Zaffron Kitchen, Singapore 428820",428820,labstudios.com,+65 8181 3476,"8:30AM–1:30PM, 6–9PM","8:30AM–1:30PM, 6–9PM","8:30AM–1:30PM, 6–9PM","8:30AM–1:30PM, 6–9PM",8:30AM–1:30PM,8:30AM–5PM,8:30AM–5PM,https://lh5.googleusercontent.com/p/AF1QipPsVkRUUUPeph4qZR2ln2viHWCTERN4reG11a-J=w408-h408-k-no,https://www.google.com/maps/place/Lab+Studios+East+Coast/data=!4m7!3m6!1s0x31da1865a1dc4149:0x800ff356a3e05051!8m2!3d1.306181!4d103.9050496!16s%2Fg%2F1td2rdpy!19sChIJSUHcoWUY2jERUVDgo1bzD4A,1.3061875,103.9050625
24ACEFIT,5,Fitness center,"320 Serangoon Road 18-13 Centrium Square, Singapore 218108",218108,24acefit.com,+65 6908 3928,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNlhlWZnxcBlUjmYcBGKEsQWJ3DnlIfetSxarnV=w408-h612-k-no,https://www.google.com/maps/place/24ACEFIT/data=!4m7!3m6!1s0x31da19beaf2f9929:0xb82f6ec68c971728!8m2!3d1.3107908!4d103.8547913!16s%2Fg%2F11s0kw4wf9!19sChIJKZkvr74Z2jERKBeXjMZuL7g,1.3108125,103.8548125
Mobilus Chinatown,5,Gym,"90, Block C Eu Tong Sen St, #01-11, Singapore 059811",059811,https://www.mobilus.sg/,+65 9171 3792,6:30AM–9:30PM,6:30AM–9:30PM,6:30AM–9:30PM,6:30AM–9:30PM,6:30AM–9:30PM,8:30AM–2PM,8:30AM–2PM,https://lh5.googleusercontent.com/p/AF1QipN7OnxrNJ-yK1262bmHa-nY8atJNhecr_zbjA-p=w426-h240-k-no,https://www.google.com/maps/place/Mobilus+Chinatown/data=!4m7!3m6!1s0x31da198651c85075:0x173ed258fdceddff!8m2!3d1.2831367!4d103.841587!16s%2Fg%2F11h8538vrx!19sChIJdVDIUYYZ2jER_93O_VjSPhc,1.2831875,103.8415625
Gold's Gym Personal Training,5,Personal trainer,"67 Frankel Ave, Singapore 458194",458194,https://www.goldsgym.com.sg/,+65 8153 7888,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,https://lh5.googleusercontent.com/p/AF1QipMCV93IBEO13sqd4QpLwu8U5-7nJ9qAsGBMrXqr=w408-h272-k-no,https://www.google.com/maps/place/Gold's+Gym+Personal+Training/data=!4m7!3m6!1s0x31da23076fba3393:0xb0e988c4f183dba8!8m2!3d1.3156624!4d103.9188587!16s%2Fg%2F11h43sdr8w!19sChIJkzO6bwcj2jERqNuD8cSI6bA,1.3156875,103.9188125
1Fiesta Jurong East,4.4,Fitness center,"131 Jurong Gateway Rd, #03-257, Singapore 600131",600131,https://1fiesta.com.sg/,,Closed,Closed,Closed,Closed,"10–11AM, 6:45–7:45PM","10–11AM, 11:15AM–12:15PM","8:45–9:45AM, 10–11AM, 11:15AM–12:15PM",https://lh5.googleusercontent.com/p/AF1QipNxTs4rnGoyHsYCKhLet_bMFO8TYQTJoYK-rbH2=w408-h306-k-no,https://www.google.com/maps/place/1Fiesta+Jurong+East/data=!4m7!3m6!1s0x31da10057b4b2b55:0x3b3579be13565907!8m2!3d1.3345653!4d103.7401851!16s%2Fg%2F11b6srdlrd!19sChIJVStLewUQ2jERB1lWE755NTs,1.3345625,103.7401875
1nfinite Academy,4.9,Muay Thai boxing gym,"17b Circular Rd, #3rd floor, Singapore 049373",049373,https://www.1nfinite-academy.com/,+65 8817 4436,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,9AM–2PM,9AM–2PM,https://lh5.googleusercontent.com/p/AF1QipORZKfIB9AUC-8m_JKW6PMvKqXVJnDKjifBnBrE=w408-h272-k-no,https://www.google.com/maps/place/1nfinite+Academy/data=!4m7!3m6!1s0x31da19a0fb067c9b:0x48c5d2bd31c8a599!8m2!3d1.287443!4d103.8489411!16s%2Fg%2F11fn98lsr3!19sChIJm3wG-6AZ2jERmaXIMb3SxUg,1.2874375,103.8489375
Anytime Fitness,4.2,Gym,"3 Simei Street 6, #03-25/26, Eastpoint Mall, Singapore 528833",528833,anytimefitness.sg,+65 8128 0375,6AM–11PM,6AM–11PM,6AM–11PM,6AM–11PM,6AM–11PM,7AM–10PM,8AM–10PM,https://lh5.googleusercontent.com/p/AF1QipObNmBgTcGiV46dzG6GRDok6Rx25u_rT9aYeCd5=w408-h336-k-no,https://www.google.com/maps/place/Anytime+Fitness/data=!4m7!3m6!1s0x31da3dbe42230627:0xb473a69c62462a5f!8m2!3d1.3428369!4d103.9531116!16s%2Fg%2F11f4_68j1y!19sChIJJwYjQr492jERXypGYpymc7Q,1.3428125,103.9530625
Anytime Fitness Queensway,4.3,Gym,"Queensway Shopping Centre Queensway 03-51 1, Singapore 149053",149053,anytimefitness.sg,+65 9150 9498,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNeunyZ6Tb39e8rs0cCmG30hbqLNqr_Mh4NVgAC=w408-h306-k-no,https://www.google.com/maps/place/Anytime+Fitness+Queensway/data=!4m7!3m6!1s0x31da1bcb65de6c4b:0x277ae0cf496126cb!8m2!3d1.2872975!4d103.8035111!16s%2Fg%2F11bxf156vk!19sChIJS2zeZcsb2jERyyZhSc_geic,1.2873125,103.8035625
Anytime Fitness Jalan Besar,4.2,Gym,"Rehau Building 1, 01-00 King George's Ave, Singapore 208557",208557,anytimefitness.sg,+65 9788 9620,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOaZ4DH-3bDaxaCWO3_yCG14sU-Ho3lMDS7Gu5V=w426-h240-k-no,https://www.google.com/maps/place/Anytime+Fitness+Jalan+Besar/data=!4m7!3m6!1s0x31da19b7da5aaaab:0x233055ca4422223f!8m2!3d1.3070906!4d103.8587021!16s%2Fg%2F11f4q_2bz9!19sChIJq6pa2rcZ2jERPyIiRMpVMCM,1.3070625,103.8586875
Anytime Fitness Upper Thomson,4.5,Gym,"246R Upper Thomson Rd, #01-01, Singapore 574370",574370,https://www.anytimefitness.sg/gyms/sg-0069/upper-thomson-central-singapore-574370/,+65 9663 0246,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipP0QobvAGb2wzWAUCFPgKjAlPVrbzNrdQKtzUhN=w408-h544-k-no,https://www.google.com/maps/place/Anytime+Fitness+Upper+Thomson/data=!4m7!3m6!1s0x31da175861ebaa61:0x1883579fd1fb8230!8m2!3d1.353973!4d103.8341293!16s%2Fg%2F11f7dz8c6q!19sChIJYarrYVgX2jERMIL70Z9Xgxg,1.3539375,103.8341875
Anytime Fitness Hwi Yoh CC,3.3,Gym,"23 Serangoon North Ave 4, #01-01 Hwi Yoh Community Centre, Singapore 555857",555857,anytimefitness.sg,+65 8363 5076,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOJh6Wfg3NLuh2Ph6hviO1QJSeBpShwQu9yYOWe=w408-h272-k-no,https://www.google.com/maps/place/Anytime+Fitness+Hwi+Yoh+CC/data=!4m7!3m6!1s0x31da1659899b0527:0x5d8510f5852495e2!8m2!3d1.374403!4d103.8736728!16s%2Fg%2F11j1h7pfdd!19sChIJJwWbiVkW2jER4pUkhfUQhV0,1.3744375,103.8736875
Fitness Bravo,5,Gym,"762 North Bridge Rd, Singapore 198730",198730,fitnessbravo.sg,+65 9799 0517,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNMqmf1AbvK6Us7gSQ-3yD8petrgGF5tb_SPsoB=w408-h241-k-no,https://www.google.com/maps/place/Fitness+Bravo/data=!4m7!3m6!1s0x31da19b0ce69c32b:0x972eca00f6c327d6!8m2!3d1.303287!4d103.8596955!16s%2Fg%2F11b6gf798d!19sChIJK8NpzrAZ2jER1ifD9gDKLpc,1.3033125,103.8596875
Fitness First @ AMK Hub,3.8,Gym,"53 Ang Mo Kio Ave 3, #B1-36, Singapore 569933",569933,fitnessfirst.com.sg,+65 6713 9120,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,8AM–10PM,8AM–10PM,https://lh5.googleusercontent.com/p/AF1QipOVYSFNl78lPDN8UDxsweCu3ki5ILO58JKkgut3=w408-h306-k-no,https://www.google.com/maps/place/Fitness+First+@+AMK+Hub/data=!4m7!3m6!1s0x31da16e6d15a8651:0xeae5997ef5e71576!8m2!3d1.3697323!4d103.8487065!16s%2Fg%2F1tvrx6nq!19sChIJUYZa0eYW2jERdhXn9X6Z5eo,1.3696875,103.8486875
Elevate 360,5,Gym,"8A Maju Ave, Garden Estate, Singapore 556686",556686,elevate360.com.sg,+65 8776 5466,8AM–10PM,8AM–10PM,8AM–10PM,8AM–10PM,8AM–10PM,8AM–2PM,8AM–2PM,https://lh5.googleusercontent.com/p/AF1QipOCzQP73oifKNcDhm--ssetpwYrHwrQF-Awn0e-=w408-h272-k-no,https://www.google.com/maps/place/Elevate+360/data=!4m7!3m6!1s0x31da16ffc41e3151:0x45dcbe3fbde0c366!8m2!3d1.3648298!4d103.8656909!16s%2Fg%2F11gbk1c0lf!19sChIJUTEexP8W2jERZsPgvT--3EU,1.3648125,103.8656875
Fitness First @ One Raffles Quay,4.3,Gym,"1 Raffles Quay, #08-01 One Raffles Quay, Singapore 048583",048583,fitnessfirst.com.sg,+65 6713 9120,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,8AM–5PM,10AM–5PM,https://lh5.googleusercontent.com/p/AF1QipPnDoq9Pa24M93N7-X1MpTB6ubNmpzhOVgZ22T2=w408-h385-k-no,https://www.google.com/maps/place/Fitness+First+@+One+Raffles+Quay/data=!4m7!3m6!1s0x31da190e6a27c599:0xdd85e2243d5b9d5b!8m2!3d1.2811658!4d103.8516453!16s%2Fg%2F11b672zt9m!19sChIJmcUnag4Z2jERW51bPSTihd0,1.2811875,103.8516875
Centum Fitness Lab,4.7,Fitness center,"18 Sin Ming Ln, #06-07 Midview City, Singapore 573960",573960,https://nacmachinery.wixsite.com/centum,+65 6962 8860,9:30AM–9PM,9:30AM–9PM,9:30AM–9PM,9:30AM–9PM,9:30AM–6PM,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipOIHlgWU9SsGcRWixO7zd8D7GRIwXlHY5sOZD8J=w425-h240-k-no,https://www.google.com/maps/place/Centum+Fitness+Lab/data=!4m7!3m6!1s0x31da173a45844e7b:0xf210664aecc5d50d!8m2!3d1.3593176!4d103.8344164!16s%2Fg%2F11g8dk6cgg!19sChIJe06ERToX2jERDdXF7EpmEPI,1.3593125,103.8344375
Anytime Fitness Tampines (formerly known as Tampines North),4.4,Gym,"506 Tampines Central 1, #03-361, Singapore 520506",520506,anytimefitness.sg,+65 9865 1970,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMBnkufx4pW9CjZQ5Uza0j1lCSvBkUtaMEyr1Yz=w408-h271-k-no,https://www.google.com/maps/place/Anytime+Fitness+Tampines+(formerly+known+as+Tampines+North)/data=!4m7!3m6!1s0x31da3d0d7072a427:0x957e4ac21cd1bc86!8m2!3d1.3559399!4d103.9458359!16s%2Fg%2F11b7lq0cnr!19sChIJJ6RycA092jERhrzRHMJKfpU,1.3559375,103.9458125
Anytime Fitness New Tech Park,4.7,Gym,"151 Lor Chuan, #01-12, NTP+ 556741",556741,https://www.instagram.com/anytimefitnessnewtechpark/,+65 8874 1521,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipM0DfN0BCRFGbPHtU-OxNL5P1uYZe4-xETPC83O=w425-h240-k-no,https://www.google.com/maps/place/Anytime+Fitness+New+Tech+Park/data=!4m7!3m6!1s0x31da17eb3eee67bd:0x9eac481c1e8bb74e!8m2!3d1.3513487!4d103.8616302!16s%2Fg%2F11pbhfgh3c!19sChIJvWfuPusX2jERTreLHhxIrJ4,1.3513125,103.8616875
Move to Live,4.8,Gym,"8A Biomedical Grove, #01-20, Singapore 138648",138648,movetolive.sg,+65 8518 0451,7AM–9PM,7AM–9PM,7AM–10PM,7AM–9PM,7AM–8PM,8AM–1PM,8:30AM–12PM,https://lh5.googleusercontent.com/p/AF1QipM_tOZ_EgoCXscQiQQEDnZ78e2S-bmIpq_b83fv=w408-h271-k-no,https://www.google.com/maps/place/Move+to+Live/data=!4m7!3m6!1s0x31da1a46971bb905:0x85462e68c6763e9!8m2!3d1.3020457!4d103.7935227!16s%2Fg%2F11b77wrhmt!19sChIJBbkbl0Ya2jER6WNnjOZiVAg,1.3020625,103.7935625
Mobilus Clarke Quay,4.7,Gym,"20 Upper Circular Rd, #B1-10/16 The Riverwalk, Singapore 058416",058416,https://www.mobilus.sg/,+65 6717 3969,6:30AM–8:45PM,6:30AM–8:45PM,6:30AM–8:45PM,6:30AM–8:45PM,6:30AM–8:45PM,7:30AM–2PM,7:30AM–1PM,https://lh5.googleusercontent.com/p/AF1QipMyko1X_GFjOBY86bWtWGQ-PMZLea5NphsHB6jk=w425-h240-k-no,https://www.google.com/maps/place/Mobilus+Clarke+Quay/data=!4m7!3m6!1s0x10040445ab67db7d:0xfd4527fa47b6b6b!8m2!3d1.2888908!4d103.8483518!16s%2Fg%2F11b6dp6lxj!19sChIJfdtnq0UEBBARa2t7pH9S1A8,1.2889375,103.8483125
F45 Training Upper Thomson,4.9,Gym,"183 Upper Thomson Rd, #B1-02/03 183, Longhaus 574429",574429,https://f45training.sg/upperthomson/home,+65 8488 8564,6AM–9PM,6AM–9PM,6AM–9PM,6AM–9PM,6AM–8PM,8AM–12:30PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNaEkpF70HZxOWdyUi5S9PGzth-AC33u7b2L_fQ=w426-h240-k-no,https://www.google.com/maps/place/F45+Training+Upper+Thomson/data=!4m7!3m6!1s0x31da17c113f79371:0xea0d1b6da9dfaca3!8m2!3d1.3508881!4d103.835623!16s%2Fg%2F11h9h83px7!19sChIJcZP3E8EX2jERo6zfqW0bDeo,1.3509375,103.8355625
Singa Gym,4.6,Gym,"1 Tampines North Dr. 1, #01-19, Singapore 528559",528559,,+65 9026 5816,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipNCBkHPOpQsRci3zvrS3BT0OLnGo5ztbiNeftMs=w408-h377-k-no,https://www.google.com/maps/place/Singa+Gym/data=!4m7!3m6!1s0x31da3d447460602d:0x32248295926995e8!8m2!3d1.3717604!4d103.9337724!16s%2Fg%2F11h55vm3hj!19sChIJLWBgdEQ92jER6JVpkpWCJDI,1.3718125,103.9338125
Anytime Fitness ACE The Place CC,4.3,Gym,"120 Woodlands Ave 1, #02-01 ACE The Place Community Club, Singapore 739069",739069,https://www.anytimefitness.sg/,+65 8123 0201,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOwR-yLdzKEzBI94Z2mNfZ393TLd6KlUoR0NvQV=w408-h306-k-no,https://www.google.com/maps/place/Anytime+Fitness+ACE+The+Place+CC/data=!4m7!3m6!1s0x31da13bb8032de31:0x1ee109f30d9db2fa!8m2!3d1.427508!4d103.7920485!16s%2Fg%2F1pzpkwkcl!19sChIJMd4ygLsT2jER-rKdDfMJ4R4,1.4275625,103.7920625
The Fesique Lab,5,Gym,"42D N Canal Rd, Singapore 059298",059298,https://www.instagram.com/thefesiquelab/?utm_medium=copy_link,+65 9836 5365,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipPu4pyOJFGtU79wax17wgXC2sgKzzKOw138-Qw=w408-h408-k-no,https://www.google.com/maps/place/The+Fesique+Lab/data=!4m7!3m6!1s0x31da19a569e6163b:0xb1bb4b5641d6848a!8m2!3d1.2871416!4d103.8468672!16s%2Fg%2F11dx9dy4f0!19sChIJOxbmaaUZ2jERioTWQVZLu7E,1.2871875,103.8468125
