"","OBJECTID","INFORMATIO","OPENINGHOU","OPENINGH_1","OPENINGH_2","FACILITIES","SPORTS","TAGS","POSTAL_COD","ADDRESS","SCHOOL_NAM","INC_CRC","FMEL_UPD_D","X_ADDR","Y_ADDR"
"142",142,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field","Free Play","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Zhang De Primary School, Free To Play Field, FTP, Sport Singapore, SportSG, ActiveSG, Free Play","169485","51 Jalan Membina","Zhang De Primary School","364B498AACAC9ADE",2015-02-11,27180.1479,29627.1076
"143",143,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field","Free Play","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Zhenghua Primary School, Free To Play Field, FTP, Sport Singapore, SportSG, ActiveSG, Free Play","679002","9 Fajar Road","Zhenghua Primary School","8436DA9A89B4CF03",2015-02-11,20861.1573,40197.1457
"144",144,"https://www.myactivesg.com/facilities/school-facilities/zhonghua-primary-school-hall",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Zhonghua Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","556095","12 Serangoon Avenue 4","Zhonghua Primary School","BFD95F6029D5B505",2015-02-11,32055.7775,38029.9155
"145",145,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Bendemeer Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","339948","91 Bendemeer Road","Bendemeer Primary School","D57FBB4CAE81A561",2015-02-11,31564.9272,33828.6362
"146",146,"https://www.myactivesg.com/facilities/school-facilities/pei-hwa-secondary-school-field",NA,NA,NA,"Chargeable Field","Football","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Pei Hwa Secondary School, Chargeable Field, CF, Sport Singapore, SportSG, ActiveSG, Football","797702","21 Fernvale Link","Pei Hwa Secondary School","0D09B416EDC7B7D0",2015-02-11,33023.4172,41361.5673
"147",147,"https://www.myactivesg.com/facilities",NA,NA,NA,"Chargeable Field, Indoor Sports Hall","Football, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Peirce Secondary School, Chargeable Field, Indoor Sports Hall, CF, ISH, Sport Singapore, SportSG, A","575566","10 Sin Ming Walk","Peirce Secondary School","92380DBB72A084C6",2015-02-11,27620.7059,38685.4146
"148",148,"https://www.myactivesg.com/facilities/school-facilities/ping-yi-secondary-school-field",NA,NA,NA,"Chargeable Field, Indoor Sports Hall","Football, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Ping Yi Secondary School, Chargeable Field, Indoor Sports Hall, CF, ISH, Sport Singapore, SportSG,","468980","61 Chai Chee Street","Ping Yi Secondary School","703FC1CA4672ABE1",2015-02-11,37684.2138,34441.5887
"149",149,"https://www.myactivesg.com/facilities/school-facilities/pioneer-secondary-school-field",NA,NA,NA,"Chargeable Field","Football","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Pioneer Secondary School, Chargeable Field, CF, Sport Singapore, SportSG, ActiveSG, Football","649075","21 Jurong West Street 81","Pioneer Secondary School","7EE190AF42EE3D80",2015-02-11,12553.995,36641.3359
"150",150,"https://www.myactivesg.com/facilities/school-facilities/poi-ching-school-hall",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Poi Ching Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","529067","21 Tampines Street 71","Poi Ching Primary School","A2AA20DE5D71FDFD",2015-02-11,39343.4044,37747.9283
"151",151,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field, Indoor Sports Hall","Free Play, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Punggol Primary School, Free To Play Field, Indoor Sports Hall, FTP, ISH, Sport Singapore, SportSG,","538787","61 Hougang Avenue 8","Punggol Primary School","8AA3AA9F1DF935B7",2015-02-11,34809.5025,39975.1198
"152",152,"https://www.myactivesg.com/facilities/school-facilities/punggol-secondary-school-field",NA,NA,NA,"Chargeable Field, Indoor Sports Hall","Football, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Punggol Secondary School, Chargeable Field, Indoor Sports Hall, CF, ISH, Sport Singapore, SportSG,","828870","51 Edgefield Plains","Punggol Secondary School","6CABCD38318ADEA3",2015-02-11,36435.5866,42665.6535
"153",153,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field","Free Play","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Qiaonan Primary School, Free To Play Field, FTP, Sport Singapore, SportSG, ActiveSG, Free Play","529454","15 Tampines Street 11","Qiaonan Primary School","5A8D4CE4857CF9A2",2015-02-11,40888.9457,36516.507
"154",154,"https://www.myactivesg.com/facilities/school-facilities/queenstown-secondary-school-field",NA,NA,NA,"Chargeable Field, Indoor Sports Hall","Football, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Queenstown Secondary School, Chargeable Field, Indoor Sports Hall, CF, ISH, Sport Singapore, SportS","148800","1 Strathmore Road","Queenstown Secondary School","066764C909906DDA",2015-02-11,25758.2479,30657.8681
"155",155,"https://www.myactivesg.com/facilities/school-facilities/tanjong-katong-secondary-school-field",NA,NA,NA,"Chargeable Field","Football","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Tanjong Katong Secondary School, Chargeable Field, CF, Sport Singapore, SportSG, ActiveSG, Football","438796","130 Haig Road","Tanjong Katong Secondary School","5CA684445E563A2E",2015-02-11,35112.2112,32338.8937
"156",156,"https://www.myactivesg.com/facilities/school-facilities/tampines-secondary-school-field",NA,NA,NA,"Chargeable Field","Football","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Tampines Secondary School, Chargeable Field, CF, Sport Singapore, SportSG, ActiveSG, Football","529427","252 Tampines Street 12","Tampines Secondary School","C63F8078D0026AE6",2015-02-11,40346.8276,36824.888
"157",157,"https://www.myactivesg.com/facilities/school-facilities/temasek-secondary-school-field",NA,NA,NA,"Chargeable Field","Football","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Temasek Secondary School, Chargeable Field, CF, Sport Singapore, SportSG, ActiveSG, Football","465561","600 Upper East Coast Road","Temasek Secondary School","5D6A86C57BBF2375",2015-02-11,40668.0719,33117.0777
"158",158,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field, Indoor Sports Hall","Free Play, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Unity Primary School, Free To Play Field, Indoor Sports Hall, FTP, ISH, Sport Singapore, SportSG, A","688268","21 Choa Chu Kang Crescent","Unity Primary School","B302552E1B3ADB26",2015-02-11,18374.1778,42746.2514
"159",159,"https://www.myactivesg.com/facilities",NA,NA,NA,"Chargeable Field, Indoor Sports Hall","Football, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Unity Secondary School, Chargeable Field, Indoor Sports Hall, CF, ISH, Sport Singapore, SportSG, Ac","689143","20 Choa Chu Kang Street 62","Unity Secondary School","DCA6C6B27912BE83",2015-02-11,18285.4956,42433.7821
"160",160,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field","Free Play","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Wellington Primary School, Free To Play Field, FTP, Sport Singapore, SportSG, ActiveSG, Free Play","757702","10 Wellington Circle","Wellington Primary School","3411D7F316D4671A",2015-02-11,26774.5071,48167.7038
"161",161,"https://www.myactivesg.com/facilities/school-facilities/west-spring-secondary-school-field",NA,NA,NA,"Chargeable Field, Indoor Sports Hall","Football, Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, West Spring Secondary School, Chargeable Field, Indoor Sports Hall, CF, ISH, Sport Singapore, Sport","677737","61 Senja Road","West Spring Secondary School","E5D9D35EC96E6F4C",2015-02-11,19854.9267,41084.0395
"162",162,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field","Free Play","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, West View Primary School, Free To Play Field, FTP, Sport Singapore, SportSG, ActiveSG, Free Play","677742","31 Senja Road","West View Primary School","A600125AC933F8F8",2015-02-11,19867.3323,40625.4823
"163",163,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Juying Secondary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","649038","33 Jurong West Street 91","Juying Secondary School","F766FF2899C47052",2015-02-11,11739.2673,35595.0172
"164",164,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, North Vista Secondary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminto","545081","11 Rivervale Link","North Vista Secondary School","043E1DDE3C61A60F",2015-02-11,35301.3779,40357.4456
"165",165,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Northoaks Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","757622","61 Sembawang Drive","Northoaks Primary School","5BEB12926C2C9CA8",2015-02-11,25806.7571,48696.3493
"166",166,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Palm View Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","544822","150 Compassvale Bow","Palm View Primary School","70B2793AF1DB216A",2015-02-11,34443.1465,40643.6746
"167",167,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Queenstown Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","149303","310 Margaret Drive","Queenstown Primary School","98D91E5A8CE3C580",2015-02-11,25132.0302,30885.6973
"168",168,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Radin Mas Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","99840","1 Bukit Purmei Avenue","Radin Mas Primary School","E28BECACB40262FF",2015-02-11,26982.9455,28604.3003
"169",169,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Boon Lay Secondary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","648354","11 Jurong West Street 65","Boon Lay Secondary School","4AE2B304FEF1BCDF",2015-02-11,13352.5982,36152.7643
"170",170,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall","Badminton","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Sembawang Primary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Badminton","757715","10 Sembawang Drive","Sembawang Primary School","164E841DB9B64CA6",2015-02-11,26631.529,47411.1044
"171",171,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall, Outdoor Basketball Court, St","Badminton, Basketball, Street","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Crest Secondary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Outdoor Basket","609561","561 Jurong East Street 24","Crest Secondary School","54874A8A1045608F",2015-02-11,17897.671,36189.1911
"172",172,"https://www.myactivesg.com/facilities/school-facilities",NA,NA,NA,"Indoor Sports Hall, Outdoor Basketball Court","Badminton, Basketball","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Crest Secondary School, Indoor Sports Hall, ISH, Sport Singapore, SportSG, ActiveSG, Outdoor Basket","737758","1 Woodlands Drive 64","Spectra Secondary School","E04F60B327461D05",2015-02-11,24748.4708,46525.8439
"173",173,"https://www.myactivesg.com/facilities/school-facilities/westwood-secondary-school-field",NA,NA,NA,"Chargeable Field","Football","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, Westwood Secondary School, Chargeable Field, CF, Sport Singapore, SportSG, ActiveSG, Football","648350","11 Jurong West Street 25","Westwood Secondary School","6E0A6F7C2C34FEE2",2015-02-11,13341.6846,37291.9565
"174",174,"https://www.myactivesg.com/facilities",NA,NA,NA,"Free To Play Field","Free Play","DUS, Dual-Use-Scheme, SSC, Singapore Sports Council, White Sands Primary School, Free To Play Field, FTP, Sport Singapore, SportSG, ActiveSG, Free Play","519075","2 Pasir Ris Street 11","White Sands Primary School","CB00BE9D3211FE3C",2015-02-11,42200.4044,38622.2631
