"","OBJECTID","LANDYADDRE","LANDXADDRE","ADDRESSPOS","PHOTOURL","NAME","HYPERLINK","DESCRIPTIO","ADDRESSUNI","ADDRESSSTR","ADDRESSFLO","ADDRESSBUI","INC_CRC","FMEL_UPD_D","ADDRESSBLO","X_ADDR","Y_ADDR"
"172",172,46389.1899,28755.1907,768578,NA,"Northland Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
NA 
Facilities: 
Indoor Sports Hall 
Sports 
Badminton",NA,"3 Yishun Street 22",NA,NA,"DF779BE5DA4ED2C4",2014-04-17,NA,28755.1907,46389.1898
"173",173,39387.3462,42407.5028,518968,NA,"Pasir Ris Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"5 Pasir Ris Street 21",NA,NA,"DB3E26CEF3BD85A9",2014-04-17,NA,42407.5027,39387.3462
"174",174,46972.6447,22991.6278,738524,NA,"Riverside Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football, Badminton",NA,"3 Woodlands Street 81",NA,NA,"7F9ED8097139475D",2014-04-17,NA,22991.6277,46972.6447
"175",175,46020.4124,22711.3376,739067,NA,"Si Ling Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"61 Woodlands Avenue 1",NA,NA,"C1983CC417B116F5",2014-04-17,NA,22711.3376,46020.4123
"176",176,38685.4156,27620.7054,575566,NA,"Peirce Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football,",NA,"10 Sin Ming Walk",NA,NA,"704EF1957400F6F3",2014-04-17,NA,27620.7054,38685.4155
"177",177,34323.0431,37718.9281,468980,NA,"Ping Yi Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football, Badminton",NA,"61 Chai Chee Street",NA,NA,"A390F8C86FDF82C8",2014-04-17,NA,37718.9281,34323.043
"178",178,33434.069,26418.417,259366,NA,"Co-Curricular Activities Branch (CCAB) Sports Facilities","http://www.icanbook.com.sg/","Opening Hours (Tennis / Squash courts) 
6.00 pm - 10.00 pm (Weekdays), 2.00 pm - 10.00 pm (Sat), 7.00 am - 10.00 pm (Sun & public holidays) 
Opening Hours (Futsal Field) 
Open to public outside school curriculum hours 
Opening Hours (Stadium) 
NA 
Openin",NA,"21 Evans Road NA S(259366)",NA,NA,"07ED3CF079245BB8",2014-04-17,NA,26418.417,33434.069
"179",179,31425.477,24483.7642,149295,NA,"Queensway Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
Fri: 7.00 pm to 9.00pm, Sat: 3.00 pm to 9.00 pm, Sun: 9.00 am to 9.00 pm 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field, Indoor Sports Hall 
Sports 
Football,",NA,"2A Margaret Drive",NA,NA,"5E1741AECF106AC8",2014-04-17,NA,24483.7642,31425.477
"180",180,41666.9426,18804.0312,689621,NA,"Regent Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"50 Choa Chu Kang North 5",NA,NA,"4B4D9A7B6132372F",2014-04-17,NA,18804.0312,41666.9426
"181",181,41266.4876,32548.0685,797701,NA,"Fernvale Primary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Free To Play Field 
Sports 
Free Play",NA,"1 Fernvale Lane",NA,NA,"C300043996D8896C",2014-04-17,NA,32548.0685,41266.4876
"182",182,35005.5845,30849.9652,319133,NA,"First Toa Payoh Secondary School","http://www.icanbook.com.sg/icbnew/Facility/Public/UI/BasicSearch.aspx?CLR=Y","Opening Hours (Indoor Sports Hall): 
NA 
Opening Hours (Field): 
Sat: 3.00 pm to 7.00 pm, Sun: 9.00 am to 7.00 pm 
Facilities: 
Chargeable Field 
Sports 
Football",NA,"580 Toa Payoh East",NA,NA,"E08CC90572010EED",2014-04-17,NA,30849.9652,35005.5844
